fecha,liveliness_delta20
2009-05-09,0.00000000
2009-05-10,0.00000000
2009-05-11,0.00000000
2009-05-12,0.00000000
2009-05-13,0.00000000
2009-05-14,0.00000000
2009-05-15,0.00000000
2009-05-16,0.00000000
2009-05-17,0.00000000
2009-05-18,0.00000000
2009-05-19,0.00000000
2009-05-20,0.00000000
2009-05-21,0.00000000
2009-05-22,0.00000000
2009-05-23,0.00000000
2009-05-24,0.00000000
2009-05-25,0.00000000
2009-05-26,0.00000000
2009-05-27,0.00000000
2009-05-28,0.00000000
2009-05-29,0.00000000
2009-05-30,0.00000000
2009-05-31,0.00000000
2009-06-01,0.00000000
2009-06-02,0.00000000
2009-06-03,0.00000000
2009-06-04,0.00000000
2009-06-05,0.00000000
2009-06-06,0.00000000
2009-06-07,0.00000000
2009-06-08,0.00000000
2009-06-09,0.00000000
2009-06-10,0.00000000
2009-06-11,0.00000000
2009-06-12,0.00000000
2009-06-13,0.00000000
2009-06-14,0.00000000
2009-06-15,0.00000000
2009-06-16,0.00000000
2009-06-17,0.00000000
2009-06-18,0.00000000
2009-06-19,0.00000000
2009-06-20,0.00000000
2009-06-21,0.00000000
2009-06-22,0.00000000
2009-06-23,0.00000000
2009-06-24,0.00000000
2009-06-25,0.00000000
2009-06-26,0.00000000
2009-06-27,0.00000000
2009-06-28,0.00000000
2009-06-29,0.00000000
2009-06-30,0.00000000
2009-07-01,0.00000000
2009-07-02,0.00000000
2009-07-03,0.00000000
2009-07-04,0.00000000
2009-07-05,0.00000000
2009-07-06,0.00000000
2009-07-07,0.00000000
2009-07-08,0.00000000
2009-07-09,0.00000000
2009-07-10,0.00000000
2009-07-11,0.00000000
2009-07-12,0.00000000
2009-07-13,0.00000000
2009-07-14,0.00000000
2009-07-15,0.00000000
2009-07-16,0.00000000
2009-07-17,0.00000000
2009-07-18,0.00000000
2009-07-19,0.00000000
2009-07-20,0.00000000
2009-07-21,0.00000000
2009-07-22,0.00000000
2009-07-23,0.00000000
2009-07-24,0.00000000
2009-07-25,0.00000000
2009-07-26,0.00000000
2009-07-27,0.00000000
2009-07-28,0.00000000
2009-07-29,0.00000000
2009-07-30,0.00000000
2009-07-31,0.00000000
2009-08-01,0.00000000
2009-08-02,0.00000000
2009-08-03,0.00000000
2009-08-04,0.00000000
2009-08-05,0.00000000
2009-08-06,0.00000000
2009-08-07,0.00000000
2009-08-08,0.00000000
2009-08-09,0.00000000
2009-08-10,0.00000000
2009-08-11,0.00000000
2009-08-12,0.00000000
2009-08-13,0.00000000
2009-08-14,0.00000000
2009-08-15,0.00000000
2009-08-16,0.00000000
2009-08-17,0.00000000
2009-08-18,0.00000000
2009-08-19,0.00000000
2009-08-20,0.00000000
2009-08-21,0.00000000
2009-08-22,0.00000000
2009-08-23,0.00000000
2009-08-24,0.00000000
2009-08-25,0.00000000
2009-08-26,0.00000000
2009-08-27,0.00000000
2009-08-28,0.00000000
2009-08-29,0.00000000
2009-08-30,0.00000000
2009-08-31,0.00000000
2009-09-01,0.00000000
2009-09-02,0.00000000
2009-09-03,0.00000000
2009-09-04,0.00000000
2009-09-05,0.00000000
2009-09-06,0.00000000
2009-09-07,0.00000000
2009-09-08,0.00000000
2009-09-09,0.00000000
2009-09-10,0.00000000
2009-09-11,0.00000000
2009-09-12,0.00000000
2009-09-13,0.00000000
2009-09-14,0.00000000
2009-09-15,0.00000000
2009-09-16,0.00000000
2009-09-17,0.00000000
2009-09-18,0.00000000
2009-09-19,0.00000000
2009-09-20,0.00000000
2009-09-21,0.00000000
2009-09-22,0.00000000
2009-09-23,0.00000000
2009-09-24,0.00000000
2009-09-25,0.00000000
2009-09-26,0.00000000
2009-09-27,0.00000000
2009-09-28,0.00000000
2009-09-29,0.00000000
2009-09-30,0.00000000
2009-10-01,0.00000000
2009-10-02,0.00000000
2009-10-03,0.00000000
2009-10-04,0.00000000
2009-10-05,0.00000000
2009-10-06,0.00000000
2009-10-07,0.00000000
2009-10-08,0.00000000
2009-10-09,0.00000000
2009-10-10,0.00000000
2009-10-11,0.00000000
2009-10-12,0.00000000
2009-10-13,0.00000000
2009-10-14,0.00000000
2009-10-15,0.00000000
2009-10-16,0.00000000
2009-10-17,0.00000000
2009-10-18,0.00000000
2009-10-19,0.00000000
2009-10-20,0.00000000
2009-10-21,0.00000000
2009-10-22,0.00000000
2009-10-23,0.00000000
2009-10-24,0.00000000
2009-10-25,0.00000000
2009-10-26,0.00000000
2009-10-27,0.00000000
2009-10-28,0.00000000
2009-10-29,0.00000000
2009-10-30,0.00000000
2009-10-31,0.00000000
2009-11-01,0.00000000
2009-11-02,0.00000000
2009-11-03,0.00000000
2009-11-04,0.00000000
2009-11-05,0.00000000
2009-11-06,0.00000000
2009-11-07,0.00000000
2009-11-08,0.00000000
2009-11-09,0.00000000
2009-11-10,0.00000000
2009-11-11,0.00000000
2009-11-12,0.00000000
2009-11-13,0.00000000
2009-11-14,0.00000000
2009-11-15,0.00000000
2009-11-16,0.00000000
2009-11-17,0.00000000
2009-11-18,0.00000000
2009-11-19,0.00000000
2009-11-20,0.00000000
2009-11-21,0.00000000
2009-11-22,0.00000000
2009-11-23,0.00000000
2009-11-24,0.00000000
2009-11-25,0.00000000
2009-11-26,0.00000000
2009-11-27,0.00000000
2009-11-28,0.00000000
2009-11-29,0.00000000
2009-11-30,0.00000000
2009-12-01,0.00000000
2009-12-02,0.00000000
2009-12-03,0.00000000
2009-12-04,0.00000000
2009-12-05,0.00000000
2009-12-06,0.00000000
2009-12-07,0.00000000
2009-12-08,0.00000000
2009-12-09,0.00000000
2009-12-10,0.00000000
2009-12-11,0.00000000
2009-12-12,0.00000000
2009-12-13,0.00000000
2009-12-14,0.00000000
2009-12-15,0.00000000
2009-12-16,0.00000000
2009-12-17,0.00000000
2009-12-18,0.00000000
2009-12-19,0.00000000
2009-12-20,0.00000000
2009-12-21,0.00000000
2009-12-22,0.00000000
2009-12-23,0.00000000
2009-12-24,0.00000000
2009-12-25,0.00000000
2009-12-26,0.00000000
2009-12-27,0.00000000
2009-12-28,0.00000000
2009-12-29,0.00000000
2009-12-30,0.00000000
2009-12-31,0.00000000
2010-01-01,0.00000000
2010-01-02,0.00000000
2010-01-03,0.00000000
2010-01-04,0.00000000
2010-01-05,0.00000000
2010-01-06,0.00000000
2010-01-07,0.00000000
2010-01-08,0.00000000
2010-01-09,0.00000000
2010-01-10,0.00000000
2010-01-11,0.00000000
2010-01-12,0.00000000
2010-01-13,0.00000000
2010-01-14,0.00000000
2010-01-15,0.00000000
2010-01-16,0.00000000
2010-01-17,0.00000000
2010-01-18,0.00000000
2010-01-19,0.00000000
2010-01-20,0.00000000
2010-01-21,0.00000000
2010-01-22,0.00000000
2010-01-23,0.00000000
2010-01-24,0.00000000
2010-01-25,0.00000000
2010-01-26,0.00000000
2010-01-27,0.00000000
2010-01-28,0.00000000
2010-01-29,0.00000000
2010-01-30,0.00000000
2010-01-31,0.00000000
2010-02-01,0.00000000
2010-02-02,0.00000000
2010-02-03,0.00000000
2010-02-04,0.00000000
2010-02-05,0.00000000
2010-02-06,0.00000000
2010-02-07,0.00000000
2010-02-08,0.00000000
2010-02-09,0.00000000
2010-02-10,0.00000000
2010-02-11,0.00000000
2010-02-12,0.00000000
2010-02-13,0.00000000
2010-02-14,0.00000000
2010-02-15,0.00000000
2010-02-16,0.00000000
2010-02-17,0.00000000
2010-02-18,0.00000000
2010-02-19,0.00000000
2010-02-20,0.00000000
2010-02-21,0.00000000
2010-02-22,0.00000000
2010-02-23,0.00000000
2010-02-24,0.00000000
2010-02-25,0.00000000
2010-02-26,0.00000000
2010-02-27,0.00000000
2010-02-28,0.00000000
2010-03-01,0.00000000
2010-03-02,0.00000000
2010-03-03,0.00000000
2010-03-04,0.00000000
2010-03-05,0.00000000
2010-03-06,0.00000000
2010-03-07,0.00000000
2010-03-08,0.00000000
2010-03-09,0.00000000
2010-03-10,0.00000000
2010-03-11,0.00000000
2010-03-12,0.00000000
2010-03-13,0.00000000
2010-03-14,0.00000000
2010-03-15,0.00000000
2010-03-16,0.00000000
2010-03-17,0.00000000
2010-03-18,0.00000000
2010-03-19,0.00000000
2010-03-20,0.00000000
2010-03-21,0.00000000
2010-03-22,0.00000000
2010-03-23,0.00000000
2010-03-24,0.00000000
2010-03-25,0.00000000
2010-03-26,0.00000000
2010-03-27,0.00000000
2010-03-28,0.00000000
2010-03-29,0.00000000
2010-03-30,0.00000000
2010-03-31,0.00000000
2010-04-01,0.00000000
2010-04-02,0.00000000
2010-04-03,0.00000000
2010-04-04,0.00000000
2010-04-05,0.00000000
2010-04-06,0.00000000
2010-04-07,0.00000000
2010-04-08,0.00000000
2010-04-09,0.00000000
2010-04-10,0.00000000
2010-04-11,0.00000000
2010-04-12,0.00000000
2010-04-13,0.00000000
2010-04-14,0.00000000
2010-04-15,0.00000000
2010-04-16,0.00000000
2010-04-17,0.00000000
2010-04-18,0.00000000
2010-04-19,0.00000000
2010-04-20,0.00000000
2010-04-21,0.00000000
2010-04-22,0.00000000
2010-04-23,0.00000000
2010-04-24,0.00000000
2010-04-25,0.00000000
2010-04-26,0.00000000
2010-04-27,0.00000000
2010-04-28,0.00000000
2010-04-29,0.00000000
2010-04-30,0.00000000
2010-05-01,0.00000000
2010-05-02,0.00000000
2010-05-03,0.00000000
2010-05-04,0.00000000
2010-05-05,0.00000000
2010-05-06,0.00000000
2010-05-07,0.00000000
2010-05-08,0.00000000
2010-05-09,0.00000000
2010-05-10,0.00000000
2010-05-11,0.00000000
2010-05-12,0.00000000
2010-05-13,0.00000000
2010-05-14,0.00000000
2010-05-15,0.00000000
2010-05-16,0.00000000
2010-05-17,0.00000000
2010-05-18,0.00000000
2010-05-19,0.00000000
2010-05-20,0.00000000
2010-05-21,0.00000000
2010-05-22,0.00000000
2010-05-23,0.00000000
2010-05-24,0.00000000
2010-05-25,0.00000000
2010-05-26,0.00000000
2010-05-27,0.00000000
2010-05-28,0.00000000
2010-05-29,0.00000000
2010-05-30,0.00000000
2010-05-31,0.00000000
2010-06-01,0.00000000
2010-06-02,0.00000000
2010-06-03,0.00000000
2010-06-04,0.00000000
2010-06-05,0.00000000
2010-06-06,0.00000000
2010-06-07,0.00000000
2010-06-08,0.00000000
2010-06-09,0.00000000
2010-06-10,0.00000000
2010-06-11,0.00000000
2010-06-12,0.00000000
2010-06-13,0.00000000
2010-06-14,0.00000000
2010-06-15,0.00000000
2010-06-16,0.00000000
2010-06-17,0.00000000
2010-06-18,0.00000000
2010-06-19,0.00000000
2010-06-20,0.00000000
2010-06-21,0.00000000
2010-06-22,0.00000000
2010-06-23,0.00000000
2010-06-24,0.00000000
2010-06-25,0.00000000
2010-06-26,0.00000000
2010-06-27,0.00000000
2010-06-28,0.00000000
2010-06-29,0.00000000
2010-06-30,0.00000000
2010-07-01,0.00000000
2010-07-02,0.00000000
2010-07-03,0.00000000
2010-07-04,0.00000000
2010-07-05,0.00000000
2010-07-06,0.00000000
2010-07-07,0.00000000
2010-07-08,0.00000000
2010-07-09,0.00000000
2010-07-10,0.00000000
2010-07-11,0.00000000
2010-07-12,0.00000000
2010-07-13,0.00000000
2010-07-14,0.00000000
2010-07-15,0.00000000
2010-07-16,0.00000000
2010-07-17,0.00000000
2010-07-18,0.00000000
2010-07-19,0.00000000
2010-07-20,0.00000000
2010-07-21,0.00000000
2010-07-22,0.00000000
2010-07-23,0.00000000
2010-07-24,0.00000000
2010-07-25,0.00000000
2010-07-26,0.00000000
2010-07-27,0.00000000
2010-07-28,0.00000000
2010-07-29,0.00000000
2010-07-30,0.00000000
2010-07-31,0.00000000
2010-08-01,0.00000000
2010-08-02,0.00000000
2010-08-03,0.00000000
2010-08-04,0.00000000
2010-08-05,0.00000000
2010-08-06,0.00000000
2010-08-07,0.00000000
2010-08-08,0.00000000
2010-08-09,0.00000000
2010-08-10,0.00000000
2010-08-11,0.00000000
2010-08-12,0.00000000
2010-08-13,0.00000000
2010-08-14,0.00000000
2010-08-15,0.00000000
2010-08-16,0.00000000
2010-08-17,0.00017947
2010-08-18,0.00074020
2010-08-19,0.00084724
2010-08-20,0.00096674
2010-08-21,0.00148362
2010-08-22,0.00202604
2010-08-23,0.00207115
2010-08-24,0.00220824
2010-08-25,0.00225092
2010-08-26,0.00229526
2010-08-27,0.00278240
2010-08-28,0.00283980
2010-08-29,0.00291981
2010-08-30,0.00300663
2010-08-31,0.00405287
2010-09-01,0.00434418
2010-09-02,0.00446865
2010-09-03,0.00489433
2010-09-04,0.00498998
2010-09-05,0.00722882
2010-09-06,0.00740223
2010-09-07,0.00713927
2010-09-08,0.00709940
2010-09-09,0.00790750
2010-09-10,0.00739805
2010-09-11,0.00691549
2010-09-12,0.00719972
2010-09-13,0.00754453
2010-09-14,0.00764552
2010-09-15,0.00834663
2010-09-16,0.00868346
2010-09-17,0.01833863
2010-09-18,0.01848423
2010-09-19,0.01854951
2010-09-20,0.01777208
2010-09-21,0.01752100
2010-09-22,0.01762376
2010-09-23,0.01799327
2010-09-24,0.01789940
2010-09-25,0.01592493
2010-09-26,0.01561878
2010-09-27,0.01820597
2010-09-28,0.03579921
2010-09-29,0.03547900
2010-09-30,0.03570051
2010-10-01,0.04262127
2010-10-02,0.05234327
2010-10-03,0.05193791
2010-10-04,0.05300311
2010-10-05,0.05791430
2010-10-06,0.05721041
2010-10-07,0.04792693
2010-10-08,0.04917626
2010-10-09,0.05002465
2010-10-10,0.05052993
2010-10-11,0.05068927
2010-10-12,0.05053276
2010-10-13,0.05289474
2010-10-14,0.05339021
2010-10-15,0.05442795
2010-10-16,0.05760089
2010-10-17,0.05462887
2010-10-18,0.03682071
2010-10-19,0.03617582
2010-10-20,0.03596931
2010-10-21,0.02985857
2010-10-22,0.01973906
2010-10-23,0.01992615
2010-10-24,0.01948915
2010-10-25,0.01408602
2010-10-26,0.01409147
2010-10-27,0.01430724
2010-10-28,0.01499194
2010-10-29,0.01407691
2010-10-30,0.01346496
2010-10-31,0.01340059
2010-11-01,0.01345736
2010-11-02,0.01062185
2010-11-03,0.01006544
2010-11-04,0.01023999
2010-11-05,0.00778412
2010-11-06,0.01290492
2010-11-07,0.01302975
2010-11-08,0.01779039
2010-11-09,0.01804441
2010-11-10,0.01694272
2010-11-11,0.01676578
2010-11-12,0.01621608
2010-11-13,0.01556513
2010-11-14,0.01578145
2010-11-15,0.02242108
2010-11-16,0.02178926
2010-11-17,0.01941627
2010-11-18,0.01914761
2010-11-19,0.01938196
2010-11-20,0.01942285
2010-11-21,0.01908899
2010-11-22,0.01855236
2010-11-23,0.01883912
2010-11-24,0.01766882
2010-11-25,0.01748981
2010-11-26,0.01298744
2010-11-27,0.01305836
2010-11-28,0.00809681
2010-11-29,0.00764895
2010-11-30,0.00832101
2010-12-01,0.00855672
2010-12-02,0.01010870
2010-12-03,0.00977042
2010-12-04,0.00935056
2010-12-05,0.00255323
2010-12-06,0.00486540
2010-12-07,0.00620534
2010-12-08,0.00612491
2010-12-09,0.00567020
2010-12-10,0.00551211
2010-12-11,0.00589664
2010-12-12,0.00587415
2010-12-13,0.00641936
2010-12-14,0.00582672
2010-12-15,0.00543666
2010-12-16,0.00467667
2010-12-17,0.00432784
2010-12-18,0.00458928
2010-12-19,0.00488868
2010-12-20,0.00621875
2010-12-21,0.01131540
2010-12-22,0.00978240
2010-12-23,0.00975672
2010-12-24,0.00945009
2010-12-25,0.00939408
2010-12-26,0.00692886
2010-12-27,0.00628028
2010-12-28,0.00638527
2010-12-29,0.00705471
2010-12-30,0.00696013
2010-12-31,0.00677671
2011-01-01,0.00670020
2011-01-02,0.00650377
2011-01-03,0.00674796
2011-01-04,0.00625034
2011-01-05,0.00631931
2011-01-06,0.00658118
2011-01-07,0.00656787
2011-01-08,0.00662369
2011-01-09,0.00471537
2011-01-10,0.00056447
2011-01-11,0.00625336
2011-01-12,0.00626715
2011-01-13,0.00752611
2011-01-14,0.00809946
2011-01-15,0.00800248
2011-01-16,0.00823470
2011-01-17,0.00843566
2011-01-18,0.00792795
2011-01-19,0.00994383
2011-01-20,0.00992046
2011-01-21,0.01020199
2011-01-22,0.00965376
2011-01-23,0.01066113
2011-01-24,0.01150406
2011-01-25,0.01151491
2011-01-26,0.01302181
2011-01-27,0.03056398
2011-01-28,0.03091090
2011-01-29,0.03236797
2011-01-30,0.03122685
2011-01-31,0.02659723
2011-02-01,0.02733069
2011-02-02,0.02697780
2011-02-03,0.02640160
2011-02-04,0.02674148
2011-02-05,0.02592900
2011-02-06,0.02650731
2011-02-07,0.02875215
2011-02-08,0.02654324
2011-02-09,0.02727960
2011-02-10,0.02739642
2011-02-11,0.02838089
2011-02-12,0.02726306
2011-02-13,0.02654707
2011-02-14,0.03068137
2011-02-15,0.02903523
2011-02-16,0.01123072
2011-02-17,0.01036011
2011-02-18,0.00913788
2011-02-19,0.00919392
2011-02-20,0.00841960
2011-02-21,0.00773483
2011-02-22,0.00713467
2011-02-23,0.00695532
2011-02-24,0.00716239
2011-02-25,0.00714542
2011-02-26,0.00842035
2011-02-27,0.00693114
2011-02-28,0.00757160
2011-03-01,0.01732396
2011-03-02,0.01714975
2011-03-03,0.01576362
2011-03-04,0.01589218
2011-03-05,0.01628450
2011-03-06,0.01190185
2011-03-07,0.01172695
2011-03-08,0.01196319
2011-03-09,0.01185314
2011-03-10,0.01143332
2011-03-11,0.01142348
2011-03-12,0.01187507
2011-03-13,0.01198706
2011-03-14,0.01318431
2011-03-15,0.01366866
2011-03-16,0.01574927
2011-03-17,0.01599856
2011-03-18,0.01377831
2011-03-19,0.01259442
2011-03-20,0.01180982
2011-03-21,0.00140566
2011-03-22,0.00136388
2011-03-23,0.00198271
2011-03-24,0.00334647
2011-03-25,0.00282393
2011-03-26,0.00429132
2011-03-27,0.00491062
2011-03-28,0.00475907
2011-03-29,0.00488870
2011-03-30,0.00486699
2011-03-31,0.00477226
2011-04-01,0.00403300
2011-04-02,0.00372018
2011-04-03,0.00210570
2011-04-04,0.00292108
2011-04-05,0.00111093
2011-04-06,0.00090971
2011-04-07,0.00103888
2011-04-08,0.00137302
2011-04-09,0.00138604
2011-04-10,0.00094671
2011-04-11,0.00081251
2011-04-12,0.00084963
2011-04-13,-0.00027099
2011-04-14,0.00008022
2011-04-15,-0.00008094
2011-04-16,0.00044112
2011-04-17,0.00048456
2011-04-18,0.00170962
2011-04-19,0.00239554
2011-04-20,0.00278365
2011-04-21,0.00294067
2011-04-22,0.00417151
2011-04-23,0.00616679
2011-04-24,0.00546766
2011-04-25,0.00531790
2011-04-26,0.00566852
2011-04-27,0.00634680
2011-04-28,0.00750294
2011-04-29,0.02005622
2011-04-30,0.02156131
2011-05-01,0.02240463
2011-05-02,0.02278531
2011-05-03,0.02377175
2011-05-04,0.02728952
2011-05-05,0.02642814
2011-05-06,0.02689953
2011-05-07,0.02722280
2011-05-08,0.02706377
2011-05-09,0.02698576
2011-05-10,0.02818195
2011-05-11,0.03031364
2011-05-12,0.03347316
2011-05-13,0.03467649
2011-05-14,0.03555447
2011-05-15,0.03584542
2011-05-16,0.04139527
2011-05-17,0.04113735
2011-05-18,0.04030973
2011-05-19,0.02988764
2011-05-20,0.02944854
2011-05-21,0.02999287
2011-05-22,0.02926202
2011-05-23,0.02813139
2011-05-24,0.02553478
2011-05-25,0.02592893
2011-05-26,0.02490843
2011-05-27,0.02528073
2011-05-28,0.02457886
2011-05-29,0.02406468
2011-05-30,0.02334054
2011-05-31,0.02154186
2011-06-01,0.01768769
2011-06-02,0.01955933
2011-06-03,0.02453922
2011-06-04,0.02427101
2011-06-05,0.02166220
2011-06-06,0.02508831
2011-06-07,0.02592156
2011-06-08,0.03266990
2011-06-09,0.03569462
2011-06-10,0.04008420
2011-06-11,0.04702695
2011-06-12,0.05112803
2011-06-13,0.05590725
2011-06-14,0.07601020
2011-06-15,0.08375352
2011-06-16,0.09041987
2011-06-17,0.09258495
2011-06-18,0.09261236
2011-06-19,0.09857779
2011-06-20,0.09848152
2011-06-21,0.09835704
2011-06-22,0.09307634
2011-06-23,0.08702031
2011-06-24,0.08689545
2011-06-25,0.08322007
2011-06-26,0.08130369
2011-06-27,0.08435722
2011-06-28,0.07827652
2011-06-29,0.07478063
2011-06-30,0.06932463
2011-07-01,0.06217418
2011-07-02,0.05745692
2011-07-03,0.05131053
2011-07-04,0.03036352
2011-07-05,0.02375195
2011-07-06,0.01611829
2011-07-07,0.01345730
2011-07-08,0.01329156
2011-07-09,0.00605671
2011-07-10,0.00696914
2011-07-11,0.00694740
2011-07-12,0.00702593
2011-07-13,0.00628665
2011-07-14,0.00547498
2011-07-15,0.00533542
2011-07-16,0.00293045
2011-07-17,-0.00171407
2011-07-18,-0.00003482
2011-07-19,-0.00044955
2011-07-20,0.00038345
2011-07-21,-0.00006892
2011-07-22,-0.00016007
2011-07-23,-0.00045353
2011-07-24,-0.00060309
2011-07-25,-0.00246885
2011-07-26,-0.00266541
2011-07-27,-0.00278930
2011-07-28,-0.00265416
2011-07-29,-0.00248729
2011-07-30,-0.00375792
2011-07-31,-0.00395540
2011-08-01,-0.00376221
2011-08-02,-0.00345166
2011-08-03,-0.00301833
2011-08-04,-0.00230077
2011-08-05,-0.00175399
2011-08-06,-0.00111750
2011-08-07,-0.00536445
2011-08-08,-0.00492222
2011-08-09,-0.00643111
2011-08-10,-0.00622780
2011-08-11,-0.00608430
2011-08-12,-0.00606776
2011-08-13,-0.00597210
2011-08-14,-0.00604025
2011-08-15,-0.00584099
2011-08-16,-0.00579350
2011-08-17,-0.00602310
2011-08-18,-0.00590801
2011-08-19,-0.00617668
2011-08-20,-0.00647330
2011-08-21,-0.00681821
2011-08-22,-0.00698257
2011-08-23,-0.00752444
2011-08-24,-0.00816008
2011-08-25,-0.00417915
2011-08-26,-0.00311703
2011-08-27,0.00391154
2011-08-28,0.00329175
2011-08-29,0.00414911
2011-08-30,0.00400416
2011-08-31,0.00386763
2011-09-01,0.00393344
2011-09-02,0.00434779
2011-09-03,0.00426599
2011-09-04,0.00406301
2011-09-05,0.00470419
2011-09-06,0.00534471
2011-09-07,0.00593299
2011-09-08,0.00650534
2011-09-09,0.00845838
2011-09-10,0.00845803
2011-09-11,0.01167456
2011-09-12,0.01215008
2011-09-13,0.01397260
2011-09-14,0.01049538
2011-09-15,0.00857007
2011-09-16,0.00138953
2011-09-17,0.00145308
2011-09-18,0.00056171
2011-09-19,0.00068999
2011-09-20,0.00119950
2011-09-21,0.00120688
2011-09-22,0.00068161
2011-09-23,0.00107307
2011-09-24,0.00096398
2011-09-25,0.00094170
2011-09-26,0.00019255
2011-09-27,-0.00028630
2011-09-28,-0.00090444
2011-09-29,-0.00306209
2011-09-30,-0.00272237
2011-10-01,-0.00580381
2011-10-02,-0.00619355
2011-10-03,-0.00810439
2011-10-04,-0.00894937
2011-10-05,-0.00887189
2011-10-06,-0.00674125
2011-10-07,-0.00680392
2011-10-08,-0.00673450
2011-10-09,-0.00625417
2011-10-10,-0.00655445
2011-10-11,-0.00623506
2011-10-12,-0.00597667
2011-10-13,-0.00624633
2011-10-14,-0.00588955
2011-10-15,-0.00647789
2011-10-16,-0.00595884
2011-10-17,-0.00435749
2011-10-18,-0.00364838
2011-10-19,-0.00276700
2011-10-20,-0.00303886
2011-10-21,-0.00325644
2011-10-22,-0.00260619
2011-10-23,-0.00251875
2011-10-24,-0.00266201
2011-10-25,-0.00268800
2011-10-26,-0.00476780
2011-10-27,-0.00447047
2011-10-28,-0.00439452
2011-10-29,-0.00482850
2011-10-30,-0.00448844
2011-10-31,-0.00480200
2011-11-01,-0.00456913
2011-11-02,-0.00465817
2011-11-03,-0.00396663
2011-11-04,-0.00342088
2011-11-05,-0.00394311
2011-11-06,-0.00590515
2011-11-07,-0.00654121
2011-11-08,-0.00711690
2011-11-09,-0.00256405
2011-11-10,-0.00138855
2011-11-11,-0.00197037
2011-11-12,-0.00101175
2011-11-13,-0.00094935
2011-11-14,0.00019229
2011-11-15,0.00093616
2011-11-16,0.01494274
2011-11-17,0.01637334
2011-11-18,0.01705124
2011-11-19,0.01657828
2011-11-20,0.01738017
2011-11-21,0.01762745
2011-11-22,0.01897815
2011-11-23,0.01815661
2011-11-24,0.01913167
2011-11-25,0.01951182
2011-11-26,0.02041706
2011-11-27,0.02040996
2011-11-28,0.02225017
2011-11-29,0.01898338
2011-11-30,0.01883285
2011-12-01,0.01935938
2011-12-02,0.01837793
2011-12-03,0.01840311
2011-12-04,0.01826199
2011-12-05,0.01779031
2011-12-06,0.00341379
2011-12-07,0.00270021
2011-12-08,0.00316289
2011-12-09,0.00315566
2011-12-10,0.00245731
2011-12-11,0.00321760
2011-12-12,0.00202527
2011-12-13,0.00200853
2011-12-14,0.00069228
2011-12-15,0.00053092
2011-12-16,0.00029904
2011-12-17,0.00026369
2011-12-18,-0.00174044
2011-12-19,-0.00133019
2011-12-20,-0.00089031
2011-12-21,-0.00138736
2011-12-22,-0.00127277
2011-12-23,-0.00119928
2011-12-24,-0.00189816
2011-12-25,-0.00215936
2011-12-26,-0.00184985
2011-12-27,-0.00256621
2011-12-28,-0.00323691
2011-12-29,-0.00291518
2011-12-30,-0.00280163
